profile,source_center,destination_center,recommendation,ETA_FTL,ETA_Carting,Time_Saved,Net_Benefit_INR,trip_count,pct_delayed,median_factor,Total_Excess_Min
CHRONIC DELAY — Monitor,IND110037AAM,IND131028AAB,CARTING,224.5,178.6,-45.9,-0.1,4,0.75,2.386,125.0
CHRONIC DELAY — Monitor,IND600044AAD,IND603203AAA,CARTING,166.1,22.9,-143.2,-0.1,4,1.0,3.944,125.0
CHRONIC DELAY — Monitor,IND144001AAB,IND144401AAB,CARTING,167.9,22.0,-145.9,-0.1,21,0.619,1.4,124.0
CHRONIC DELAY — Monitor,IND303008AAB,IND303338AAB,CARTING,233.4,54.7,-178.7,-0.1,14,0.786,1.556,124.0
CHRONIC DELAY — Monitor,IND273303AAA,IND273304AAA,CARTING,221.0,65.2,-155.9,-0.1,3,1.0,1.857,123.0
CHRONIC DELAY — Monitor,IND679322AAA,IND673639AAA,CARTING,195.5,62.9,-132.6,-0.1,4,1.0,1.88,122.0
CHRONIC DELAY — Monitor,IND686507AAA,IND686513AAA,CARTING,241.2,52.9,-188.3,-0.1,10,1.0,2.41,122.0
CHRONIC DELAY — Monitor,IND841226AAB,IND841428AAA,CARTING,234.3,98.0,-136.2,-0.1,4,1.0,3.228,121.0
CHRONIC DELAY — Monitor,IND401104AAB,IND400072AAB,CARTING,140.9,47.0,-93.8,-0.1,8,1.0,2.311,120.0
CHRONIC DELAY — Monitor,IND110085AAB,IND110083AAA,CARTING,190.2,71.7,-118.5,-0.1,3,1.0,4.0,119.0
CHRONIC DELAY — Monitor,IND695012AAB,IND695012AAA,CARTING,198.1,69.9,-128.1,-0.1,3,1.0,3.3,118.0
CHRONIC DELAY — Monitor,IND781014AAA,IND781102AAA,CARTING,169.6,28.9,-140.7,-0.1,6,1.0,2.5,118.0
CHRONIC DELAY — Monitor,IND784001AAA,IND784101AAA,CARTING,162.6,45.3,-117.4,-0.1,3,1.0,2.167,117.0
CHRONIC DELAY — Monitor,IND683572AAA,IND680307AAA,CARTING,201.4,39.6,-161.8,-0.1,14,0.857,1.833,116.0
CHRONIC DELAY — Monitor,IND201001AAA,IND201007AAA,CARTING,218.5,42.6,-176.0,-0.1,4,1.0,3.288,115.0
CHRONIC DELAY — Monitor,IND786001AAB,IND786125AAA,CARTING,248.6,38.0,-210.6,-0.1,4,1.0,2.31,115.0
CHRONIC DELAY — Monitor,IND505503AAA,IND506164AAA,CARTING,269.3,232.0,-37.3,-0.1,3,1.0,2.308,113.0
CHRONIC DELAY — Monitor,IND824101AAA,IND821307AAA,CARTING,212.4,199.1,-13.3,-0.1,6,0.833,1.871,112.0
CHRONIC DELAY — Monitor,IND160002AAC,IND160003AAA,CARTING,196.4,33.4,-163.0,-0.1,4,0.5,1.562,111.0
CHRONIC DELAY — Monitor,IND600116AAB,IND600056AAB,CARTING,213.5,57.2,-156.3,-0.1,6,0.833,2.264,111.0
CHRONIC DELAY — Monitor,IND600044AAD,IND600032AAB,CARTING,197.4,71.8,-125.6,-0.1,7,1.0,2.077,110.0
CHRONIC DELAY — Monitor,IND400015AAA,IND421302AAG,CARTING,227.0,40.8,-186.2,-0.1,4,0.75,1.837,109.0
CHRONIC DELAY — Monitor,IND424006AAA,IND423105AAA,CARTING,351.9,312.6,-39.3,-0.4,1,1.0,4.206,109.0
CHRONIC DELAY — Monitor,IND600110AAA,IND600056AAD,CARTING,270.2,48.9,-221.4,-0.1,4,1.0,1.83,109.0
CHRONIC DELAY — Monitor,IND110043AAC,IND000000ACB,CARTING,145.2,115.6,-29.6,-0.1,5,0.8,1.375,108.0
CHRONIC DELAY — Monitor,IND492001AAB,IND492007AAA,CARTING,158.2,58.1,-100.0,-0.1,6,1.0,2.841,107.0
CHRONIC DELAY — Monitor,IND602001AAA,IND600116AAB,CARTING,219.4,58.0,-161.4,-0.1,4,1.0,2.214,107.0
CHRONIC DELAY — Monitor,IND110044AAB,IND110037AAM,CARTING,255.0,48.9,-206.0,-0.1,6,1.0,2.067,106.0
CHRONIC DELAY — Monitor,IND401209AAB,IND421302AAG,CARTING,207.6,104.1,-103.5,-0.1,3,1.0,2.4,106.0
CHRONIC DELAY — Monitor,IND380005AAA,IND382430AAB,CARTING,220.0,56.5,-163.5,-0.1,3,1.0,1.667,103.0
CHRONIC DELAY — Monitor,IND502295AAA,IND500050AAA,CARTING,211.9,40.7,-171.2,-0.1,6,1.0,1.972,103.0
CHRONIC DELAY — Monitor,IND335513AAA,IND335804AAD,CARTING,186.8,57.6,-129.2,-0.1,6,0.667,1.275,102.0
CHRONIC DELAY — Monitor,IND560300AAA,IND563131AAB,CARTING,170.4,122.9,-47.5,-0.1,7,0.857,1.6,102.0
CHRONIC DELAY — Monitor,IND122001AAA,IND122001AAD,CARTING,206.9,25.7,-181.2,-0.1,4,0.75,2.846,101.0
CHRONIC DELAY — Monitor,IND400072AAI,IND000000AFS,CARTING,184.5,151.6,-32.9,-0.1,1,1.0,9.417,101.0
CHRONIC DELAY — Monitor,IND722202AAA,IND722101AAC,CARTING,248.6,54.5,-194.1,-0.1,9,1.0,1.5,99.0
CHRONIC DELAY — Monitor,IND600016AAC,IND600056AAB,CARTING,176.5,42.0,-134.5,-0.1,4,1.0,1.875,98.0
CHRONIC DELAY — Monitor,IND841301AAC,IND841226AAB,CARTING,131.7,41.0,-90.7,-0.1,5,0.6,1.6,98.0
CHRONIC DELAY — Monitor,IND395023AAA,IND394221AAA,CARTING,165.9,128.6,-37.2,-0.1,2,1.0,4.013,97.0
CHRONIC DELAY — Monitor,IND733129AAB,IND733129AAA,CARTING,219.1,62.8,-156.3,-0.1,5,0.6,1.5,96.0
CHRONIC DELAY — Monitor,IND585222AAA,IND585211AAA,CARTING,209.0,51.6,-157.4,-0.1,11,0.545,1.5,95.0
CHRONIC DELAY — Monitor,IND673305AAA,IND673104AAA,CARTING,206.1,33.7,-172.4,-0.1,22,0.5,1.227,95.0
CHRONIC DELAY — Monitor,IND160003AAA,IND160002AAC,CARTING,181.2,61.7,-119.5,-0.1,4,0.75,2.611,94.0
CHRONIC DELAY — Monitor,IND680307AAA,IND680712AAA,CARTING,236.6,47.5,-189.1,-0.1,8,1.0,1.774,94.0
CHRONIC DELAY — Monitor,IND751014AAA,IND751002AAB,CARTING,178.7,22.4,-156.3,-0.1,5,1.0,2.5,94.0
CHRONIC DELAY — Monitor,IND484661AAE,IND484551AAA,CARTING,224.2,185.3,-38.9,-0.1,2,1.0,3.125,93.0
CHRONIC DELAY — Monitor,IND786171AAA,IND786181AAC,CARTING,185.8,12.1,-173.7,-0.1,8,1.0,2.125,93.0
CHRONIC DELAY — Monitor,IND335803AAA,IND335804AAD,CARTING,182.1,49.7,-132.4,-0.1,6,0.5,1.475,92.0
CHRONIC DELAY — Monitor,IND335513AAA,IND335803AAA,CARTING,236.3,50.8,-185.5,-0.1,13,0.538,1.25,90.0
CHRONIC DELAY — Monitor,IND500039AAC,IND500035AAA,CARTING,183.0,71.3,-111.6,-0.1,3,1.0,2.5,90.0
CHRONIC DELAY — Monitor,IND781018AAB,IND781005AAA,CARTING,248.1,77.9,-170.3,-0.2,10,0.5,1.477,90.0
CHRONIC DELAY — Monitor,IND764071AAB,IND764073AAA,CARTING,221.6,33.5,-188.1,-0.1,6,0.833,2.139,89.0
CHRONIC DELAY — Monitor,IND380005AAA,IND382721AAA,CARTING,205.3,64.6,-140.7,-0.1,4,0.75,3.33,88.0
CHRONIC DELAY — Monitor,IND390022AAA,IND390020AAA,CARTING,183.9,123.8,-60.1,-0.1,1,1.0,6.8,87.0
CHRONIC DELAY — Monitor,IND421302AAF,IND421302AAR,CARTING,215.3,43.2,-172.1,-0.1,5,1.0,3.0,87.0
CHRONIC DELAY — Monitor,IND110024AAA,IND110014AAA,CARTING,210.1,20.9,-189.2,-0.1,10,1.0,1.774,86.0
CHRONIC DELAY — Monitor,IND676509AAA,IND679322AAA,CARTING,215.8,64.8,-151.0,-0.1,6,1.0,1.523,86.0
CHRONIC DELAY — Monitor,IND733128AAA,IND733134AAA,CARTING,170.5,38.4,-132.1,-0.1,6,1.0,1.917,86.0
CHRONIC DELAY — Monitor,IND742147AAA,IND742137AAA,CARTING,192.6,60.7,-131.9,-0.1,5,1.0,1.5,86.0
CHRONIC DELAY — Monitor,IND531001AAA,IND531116AAA,CARTING,219.9,66.3,-153.6,-0.1,5,0.8,1.625,83.0
CHRONIC DELAY — Monitor,IND785001AAA,IND785112AAC,CARTING,121.6,51.0,-70.7,-0.1,6,1.0,2.267,83.0
CHRONIC DELAY — Monitor,IND403726AAB,IND403002AAA,CARTING,197.6,34.1,-163.5,-0.1,6,0.5,1.296,82.0
CHRONIC DELAY — Monitor,IND676306AAA,IND676509AAA,CARTING,222.3,58.2,-164.1,-0.1,10,0.9,1.708,81.0
CHRONIC DELAY — Monitor,IND843126AAA,IND843109AAB,CARTING,218.0,56.2,-161.8,-0.1,6,0.5,1.467,81.0
CHRONIC DELAY — Monitor,IND110085AAB,IND110039AAA,CARTING,191.5,31.4,-160.0,-0.1,6,0.667,2.038,79.0
CHRONIC DELAY — Monitor,IND600116AAB,IND600056AAA,CARTING,185.1,32.5,-152.6,-0.1,3,1.0,1.909,79.0
CHRONIC DELAY — Monitor,IND600076AAB,IND600056AAB,CARTING,145.5,129.7,-15.9,-0.1,4,0.75,1.464,77.0
CHRONIC DELAY — Monitor,IND695012AAA,IND695101AAB,CARTING,167.3,47.0,-120.2,-0.1,4,0.5,1.639,77.0
CHRONIC DELAY — Monitor,IND000000AFT,IND400706AAA,CARTING,155.8,92.3,-63.5,-0.1,1,1.0,5.222,76.0
CHRONIC DELAY — Monitor,IND110037AAM,IND110092AAC,CARTING,211.3,58.9,-152.3,-0.1,3,1.0,2.0,76.0
CHRONIC DELAY — Monitor,IND209304AAA,IND208012AAA,CARTING,211.4,44.1,-167.3,-0.1,26,0.731,2.0,76.0
CHRONIC DELAY — Monitor,IND403507AAB,IND403726AAB,CARTING,223.7,175.1,-48.6,-0.1,3,0.667,1.545,74.0
CHRONIC DELAY — Monitor,IND641607AAA,IND641664AAA,CARTING,170.1,74.6,-95.5,-0.1,6,1.0,1.758,74.0
CHRONIC DELAY — Monitor,IND400064AAB,IND400072AAB,CARTING,233.3,173.6,-59.7,-0.1,3,1.0,3.077,72.0
CHRONIC DELAY — Monitor,IND275101AAA,IND275503AAA,CARTING,166.9,163.6,-3.3,-0.1,2,1.0,4.136,69.0
CHRONIC DELAY — Monitor,IND786184AAA,IND786190AAA,CARTING,226.3,72.7,-153.6,-0.1,4,1.0,1.938,68.0
CHRONIC DELAY — Monitor,IND689650AAA,IND690548AAA,CARTING,224.8,63.2,-161.5,-0.1,4,1.0,1.644,66.0
CHRONIC DELAY — Monitor,IND689101AAA,IND690548AAA,CARTING,228.5,47.3,-181.1,-0.1,8,1.0,1.436,65.0
CHRONIC DELAY — Monitor,IND700053AAA,IND700136AAB,CARTING,141.4,66.5,-74.9,-0.1,2,1.0,2.308,65.0
CHRONIC DELAY — Monitor,IND302014AAB,IND303303AAA,CARTING,127.0,52.5,-74.4,-0.1,6,0.5,1.25,64.0
CHRONIC DELAY — Monitor,IND411048AAA,IND411014AAA,CARTING,163.6,105.7,-57.9,-0.1,1,1.0,5.0,64.0
CHRONIC DELAY — Monitor,IND382421AAA,IND382721AAA,CARTING,216.9,42.2,-174.7,-0.1,17,0.529,1.273,63.0
CHRONIC DELAY — Monitor,IND462021AAA,IND462001AAA,CARTING,199.5,95.6,-103.9,-0.1,1,1.0,6.727,63.0
CHRONIC DELAY — Monitor,IND000000AFT,IND410206AAB,CARTING,197.7,27.5,-170.2,-0.1,2,1.0,2.8,62.0
CHRONIC DELAY — Monitor,IND752055AAA,IND751002AAB,CARTING,211.8,71.2,-140.6,-0.1,4,0.75,1.714,62.0
CHRONIC DELAY — Monitor,IND174101AAB,IND134102AAA,CARTING,225.4,171.0,-54.4,-0.1,2,1.0,2.612,61.0
CHRONIC DELAY — Monitor,IND695101AAB,IND691574AAA,CARTING,158.3,39.1,-119.2,-0.1,26,0.538,1.25,60.0
CHRONIC DELAY — Monitor,IND000000AFT,IND400701AAA,CARTING,219.3,66.5,-152.8,-0.1,2,1.0,3.25,59.0
CHRONIC DELAY — Monitor,IND141003AAB,IND000000ACA,CARTING,172.9,70.2,-102.7,-0.1,7,0.714,1.818,59.0
CHRONIC DELAY — Monitor,IND413307AAB,IND413304AAA,CARTING,179.3,51.1,-128.2,-0.1,3,1.0,2.333,59.0
CHRONIC DELAY — Monitor,IND403726AAB,IND403601AAA,CARTING,99.7,35.0,-64.7,-0.1,10,0.8,1.5,57.0
CHRONIC DELAY — Monitor,IND722202AAA,IND713205AAB,CARTING,225.9,57.4,-168.5,-0.1,2,1.0,2.375,57.0
CHRONIC DELAY — Monitor,IND421302AAR,IND421302AAF,CARTING,156.2,83.6,-72.6,-0.2,1,1.0,4.235,55.0
CHRONIC DELAY — Monitor,IND531116AAA,IND531001AAA,CARTING,293.5,57.5,-236.0,-0.1,5,0.8,1.75,55.0
CHRONIC DELAY — Monitor,IND679329AAA,IND673639AAA,CARTING,229.5,59.6,-169.9,-0.1,6,1.0,1.718,55.0
CHRONIC DELAY — Monitor,IND843109AAB,IND842001AAA,CARTING,227.2,34.1,-193.1,-0.1,4,1.0,2.333,55.0
CHRONIC DELAY — Monitor,IND462022AAA,IND462001AAA,CARTING,165.9,35.7,-130.1,-0.1,4,1.0,2.611,54.0
CHRONIC DELAY — Monitor,IND360311AAA,IND360050AAA,CARTING,248.0,67.3,-180.7,-0.1,5,0.8,1.455,52.0
CHRONIC DELAY — Monitor,IND751015AAA,IND752055AAA,CARTING,205.6,34.6,-171.0,-0.1,3,1.0,2.167,52.0
CHRONIC DELAY — Monitor,IND401104AAA,IND401209AAA,CARTING,188.5,67.1,-121.4,-0.1,2,1.0,2.913,51.0
CHRONIC DELAY — Monitor,IND641008AAA,IND641001AAA,CARTING,237.2,60.9,-176.3,-0.1,3,1.0,2.059,50.0
CHRONIC DELAY — Monitor,IND752050AAA,IND751002AAB,CARTING,236.6,37.8,-198.8,-0.1,3,0.667,1.75,50.0
CHRONIC DELAY — Monitor,IND636005AAA,IND636005AAC,CARTING,181.7,127.5,-54.2,-0.1,1,1.0,5.083,49.0
CHRONIC DELAY — Monitor,IND400016AAB,IND400072AAB,CARTING,200.2,117.4,-82.8,-0.1,1,1.0,5.0,48.0
CHRONIC DELAY — Monitor,IND000000AFT,IND410206AAA,CARTING,200.6,30.4,-170.2,-0.1,2,1.0,2.417,46.0
CHRONIC DELAY — Monitor,IND741165AAB,IND742121AAB,CARTING,451.8,307.7,-144.0,-0.4,18,0.5,1.978,46.0
CHRONIC DELAY — Monitor,IND110085AAB,IND110087AAA,CARTING,199.9,32.6,-167.4,-0.1,3,0.667,2.0,45.0
CHRONIC DELAY — Monitor,IND122004AAA,IND000000ACB,CARTING,144.5,92.9,-51.6,-0.1,3,1.0,1.545,45.0
CHRONIC DELAY — Monitor,IND400706AAA,IND000000AFT,CARTING,195.1,109.4,-85.7,-0.1,1,1.0,5.091,45.0
CHRONIC DELAY — Monitor,IND563101AAB,IND563125AAB,CARTING,227.0,36.9,-190.2,-0.1,4,1.0,1.505,45.0
CHRONIC DELAY — Monitor,IND122001AAA,IND110037AAM,CARTING,168.2,125.1,-43.1,-0.1,1,1.0,3.867,43.0
CHRONIC DELAY — Monitor,IND424101AAA,IND431103AAA,CARTING,195.8,43.0,-152.8,-0.1,3,0.667,1.5,43.0
CHRONIC DELAY — Monitor,IND201301AAL,IND201307AAA,CARTING,211.9,13.3,-198.6,-0.1,10,0.6,1.268,42.0
CHRONIC DELAY — Monitor,IND425401AAA,IND425109AAA,CARTING,246.1,44.0,-202.0,-0.1,4,0.75,1.616,42.0
CHRONIC DELAY — Monitor,IND226004AAA,IND226024AAA,CARTING,172.6,42.9,-129.7,-0.1,2,1.0,2.792,41.0
CHRONIC DELAY — Monitor,IND400072AAB,IND400011AAA,CARTING,165.3,56.6,-108.7,-0.1,2,1.0,2.667,41.0
CHRONIC DELAY — Monitor,IND110093AAA,IND110092AAC,CARTING,172.1,80.8,-91.3,-0.1,1,1.0,3.222,40.0
CHRONIC DELAY — Monitor,IND411017AAA,IND412105AAC,CARTING,211.2,30.8,-180.3,-0.1,2,1.0,2.564,40.0
CHRONIC DELAY — Monitor,IND500008AAC,IND500084AAB,CARTING,159.7,101.3,-58.4,-0.1,2,1.0,3.733,40.0
CHRONIC DELAY — Monitor,IND600032AAB,IND600008AAC,CARTING,177.3,24.5,-152.8,-0.1,1,1.0,6.0,40.0
CHRONIC DELAY — Monitor,IND852111AAA,IND852118AAA,CARTING,204.9,160.7,-44.1,-0.2,2,0.5,2.418,40.0
CHRONIC DELAY — Monitor,IND110064AAA,IND110005AAA,CARTING,203.5,55.4,-148.1,-0.1,2,1.0,2.654,39.0
CHRONIC DELAY — Monitor,IND388320AAA,IND388121AAA,CARTING,196.2,67.5,-128.6,-0.1,1,1.0,4.25,39.0
CHRONIC DELAY — Monitor,IND500035AAA,IND500039AAC,CARTING,184.9,14.0,-171.0,-0.1,2,1.0,2.068,39.0
CHRONIC DELAY — Monitor,IND530012AAA,IND531001AAA,CARTING,196.6,43.2,-153.5,-0.1,3,1.0,1.8,39.0
CHRONIC DELAY — Monitor,IND752056AAA,IND751002AAB,CARTING,242.0,36.2,-205.8,-0.1,3,1.0,2.0,39.0
CHRONIC DELAY — Monitor,IND363641AAA,IND363621AAB,CARTING,218.4,56.3,-162.1,-0.1,9,0.667,1.273,37.0
CHRONIC DELAY — Monitor,IND424006AAA,IND425401AAA,CARTING,224.6,45.8,-178.9,-0.1,5,0.6,1.25,37.0
CHRONIC DELAY — Monitor,IND680307AAA,IND683511AAA,CARTING,257.6,36.1,-221.4,-0.1,4,0.75,1.47,37.0
CHRONIC DELAY — Monitor,IND764059AAA,IND764071AAB,CARTING,105.9,8.7,-97.3,-0.1,6,1.0,2.417,37.0
CHRONIC DELAY — Monitor,IND110092AAC,IND110093AAA,CARTING,146.1,125.2,-20.9,-0.1,1,1.0,3.25,36.0
CHRONIC DELAY — Monitor,IND584123AAA,IND584128AAA,CARTING,251.8,58.3,-193.4,-0.1,3,1.0,1.75,36.0
CHRONIC DELAY — Monitor,IND110035AAC,IND110037AAM,CARTING,196.0,59.1,-136.9,-0.1,4,0.75,1.571,35.0
CHRONIC DELAY — Monitor,IND110083AAA,IND110085AAB,CARTING,217.1,82.7,-134.4,-0.1,2,0.5,3.971,35.0
CHRONIC DELAY — Monitor,IND560083AAB,IND560058AAD,CARTING,232.8,40.5,-192.2,-0.1,3,1.0,1.455,35.0
CHRONIC DELAY — Monitor,IND641006AAD,IND641062AAD,CARTING,179.7,64.4,-115.3,-0.1,3,1.0,1.6,35.0
CHRONIC DELAY — Monitor,IND152026AAA,IND152024AAA,CARTING,254.4,176.2,-78.2,-0.1,2,1.0,2.4,34.0
CHRONIC DELAY — Monitor,IND751015AAA,IND751002AAB,CARTING,193.9,16.0,-177.9,-0.1,4,1.0,2.0,33.0
CHRONIC DELAY — Monitor,IND201005AAA,IND201007AAA,CARTING,190.6,71.2,-119.4,-0.1,1,1.0,3.286,32.0
CHRONIC DELAY — Monitor,IND695541AAA,IND695012AAA,CARTING,187.6,72.6,-115.1,-0.1,1,1.0,3.133,32.0
CHRONIC DELAY — Monitor,IND781018AAB,IND781022AAA,CARTING,165.7,34.1,-131.6,-0.2,14,0.571,1.5,32.0
CHRONIC DELAY — Monitor,IND636005AAA,IND636016AAA,CARTING,224.0,64.8,-159.2,-0.1,3,1.0,2.0,31.0
CHRONIC DELAY — Monitor,IND110064AAA,IND110046AAA,CARTING,189.6,124.2,-65.5,-0.1,1,1.0,3.0,30.0
CHRONIC DELAY — Monitor,IND686540AAA,IND686028AAB,CARTING,255.0,42.1,-212.9,-0.1,2,1.0,1.92,30.0
CHRONIC DELAY — Monitor,IND695572AAB,IND000000AFJ,CARTING,230.0,37.0,-193.0,-0.1,2,1.0,1.679,30.0
CHRONIC DELAY — Monitor,IND721636AAB,IND721602AAB,CARTING,228.2,24.7,-203.5,-0.1,8,0.625,1.321,30.0
CHRONIC DELAY — Monitor,IND500055AAA,IND500010AAA,CARTING,174.5,65.2,-109.3,-0.1,1,1.0,2.933,29.0
CHRONIC DELAY — Monitor,IND501301AAC,IND500039AAC,CARTING,168.4,11.9,-156.5,-0.1,2,1.0,2.15,28.0
CHRONIC DELAY — Monitor,IND686513AAA,IND686507AAA,CARTING,161.9,32.3,-129.6,-0.1,2,1.0,5.056,28.0
CHRONIC DELAY — Monitor,IND826001AAC,IND828111AAA,CARTING,199.9,59.6,-140.2,-0.1,2,1.0,2.556,28.0
CHRONIC DELAY — Monitor,IND854335AAA,IND852118A1B,CARTING,291.4,89.9,-201.5,-0.1,2,1.0,5.188,28.0
CHRONIC DELAY — Monitor,IND530018AAA,IND531162AAA,CARTING,189.2,58.4,-130.8,-0.1,1,1.0,4.375,27.0
CHRONIC DELAY — Monitor,IND700026AAC,IND700065AAA,CARTING,190.2,111.2,-79.0,-0.1,3,1.0,2.0,27.0
CHRONIC DELAY — Monitor,IND686507AAA,IND686540AAA,CARTING,224.8,52.4,-172.3,-0.1,2,1.0,1.731,26.0
CHRONIC DELAY — Monitor,IND147001AAD,IND147201AAA,CARTING,183.3,178.5,-4.9,-0.1,2,1.0,1.712,25.0
CHRONIC DELAY — Monitor,IND400072AAB,IND421302AAS,CARTING,145.7,88.3,-57.4,-0.1,3,1.0,1.6,25.0
CHRONIC DELAY — Monitor,IND425109AAA,IND424201AAA,CARTING,187.4,58.0,-129.4,-0.1,3,0.667,1.273,25.0
CHRONIC DELAY — Monitor,IND560099AAB,IND560083AAB,CARTING,140.7,90.5,-50.2,-0.1,2,1.0,2.111,25.0
CHRONIC DELAY — Monitor,IND600048AAA,IND600044AAD,CARTING,200.8,33.8,-166.9,-0.1,2,1.0,2.159,24.0
CHRONIC DELAY — Monitor,IND500055AAA,IND501401AAC,CARTING,165.5,24.5,-141.0,-0.1,2,1.0,2.188,23.0
CHRONIC DELAY — Monitor,IND560099AAB,IND000000ACS,CARTING,174.6,93.4,-81.2,-0.1,2,0.5,1.444,23.0
CHRONIC DELAY — Monitor,IND751021AAA,IND751002AAB,CARTING,231.2,68.5,-162.6,-0.1,1,1.0,3.2,22.0
CHRONIC DELAY — Monitor,IND274304AAB,IND274304AAA,CARTING,159.4,117.4,-42.1,-0.1,1,1.0,2.909,21.0
CHRONIC DELAY — Monitor,IND500039AAB,IND501301AAC,CARTING,119.3,5.4,-114.0,-0.1,2,1.0,3.25,21.0
CHRONIC DELAY — Monitor,IND784101AAA,IND790114AAA,CARTING,175.7,109.0,-66.7,-0.1,3,1.0,1.278,20.0
CHRONIC DELAY — Monitor,IND110037AAM,IND110064AAA,CARTING,196.0,34.3,-161.7,-0.1,1,1.0,2.188,19.0
CHRONIC DELAY — Monitor,IND600008AAC,IND600004AAA,CARTING,178.5,53.8,-124.7,-0.1,1,1.0,2.357,19.0
CHRONIC DELAY — Monitor,IND147105AAA,IND147101AAA,CARTING,229.1,189.5,-39.5,-0.1,2,1.0,1.826,18.0
CHRONIC DELAY — Monitor,IND733134AAA,IND733129AAB,CARTING,232.2,50.2,-182.0,-0.1,2,1.0,1.616,18.0
CHRONIC DELAY — Monitor,IND201306AAA,IND201304AAA,CARTING,187.5,56.5,-131.0,-0.1,1,1.0,2.133,17.0
CHRONIC DELAY — Monitor,IND140401AAA,IND147301AAA,CARTING,196.1,165.8,-30.3,-0.1,2,1.0,1.595,16.0
CHRONIC DELAY — Monitor,IND246761AAA,IND244901AAB,CARTING,350.1,350.0,-0.1,-0.3,4,0.5,1.384,16.0
CHRONIC DELAY — Monitor,IND201007AAA,IND201001AAA,CARTING,196.7,51.2,-145.5,-0.1,2,1.0,1.655,15.0
CHRONIC DELAY — Monitor,IND600083AAA,IND600116AAB,CARTING,220.8,86.8,-134.0,-0.1,1,1.0,2.071,15.0
CHRONIC DELAY — Monitor,IND764020AAC,IND764001AAC,CARTING,179.7,76.7,-102.9,-0.1,1,1.0,2.25,15.0
CHRONIC DELAY — Monitor,IND110085AAB,IND110085AAA,CARTING,196.5,152.3,-44.1,-0.1,1,1.0,2.077,14.0
CHRONIC DELAY — Monitor,IND273155AAA,IND273303AAA,CARTING,200.4,41.7,-158.7,-0.1,3,0.667,1.5,14.0
CHRONIC DELAY — Monitor,IND500010AAA,IND500055AAA,CARTING,139.2,124.9,-14.3,-0.1,1,1.0,1.824,14.0
CHRONIC DELAY — Monitor,IND695614AAA,IND695609AAA,CARTING,171.2,81.7,-89.5,-0.1,2,1.0,1.289,11.0
CHRONIC DELAY — Monitor,IND751015AAA,IND752050AAA,CARTING,200.9,30.7,-170.1,-0.1,2,1.0,1.583,11.0
CHRONIC DELAY — Monitor,IND396105AAA,IND396191AAC,CARTING,196.8,41.6,-155.1,-0.1,2,1.0,1.452,10.0
CHRONIC DELAY — Monitor,IND122001AAA,IND122101AAC,CARTING,175.1,26.2,-148.9,-0.1,2,1.0,1.615,9.0
CHRONIC DELAY — Monitor,IND141010AAA,IND000000ACA,CARTING,201.0,125.8,-75.1,-0.1,1,1.0,1.818,9.0
CHRONIC DELAY — Monitor,IND400016AAA,IND400015AAA,CARTING,245.6,42.2,-203.5,-0.1,1,1.0,1.8,8.0
CHRONIC DELAY — Monitor,IND603203AAA,IND600048AAA,CARTING,183.6,113.8,-69.8,-0.1,1,1.0,1.667,8.0
CHRONIC DELAY — Monitor,IND712311AAA,IND712310AAE,CARTING,192.1,83.1,-109.0,-0.1,1,1.0,1.667,8.0
CHRONIC DELAY — Monitor,IND752050AAA,IND752056AAA,CARTING,204.7,27.6,-177.1,-0.1,1,1.0,2.333,8.0
CHRONIC DELAY — Monitor,IND695541AAA,IND695572AAB,CARTING,197.4,48.7,-148.8,-0.1,2,0.5,1.452,5.0
CHRONIC DELAY — Monitor,IND560099AAG,IND560099AAB,CARTING,165.1,20.6,-144.5,-0.1,1,1.0,1.25,2.0
CHRONIC DELAY — Monitor,IND282002AAD,IND281004AAA,CARTING,494.7,336.1,-158.6,-0.4,2,0.5,1.792,-6.0
CHRONIC DELAY — Monitor,IND396191AAC,IND396105AAA,CARTING,220.5,51.4,-169.1,-0.1,2,0.5,1.967,-9.0
CHRONIC DELAY — Monitor,IND303603AAB,IND303338AAB,CARTING,236.9,42.8,-194.1,-0.1,4,0.5,1.28,-46.0
CHRONIC DELAY — Monitor,IND792103AAB,IND792001AAA,CARTING,198.6,36.6,-162.0,-0.1,19,0.737,1.375,-443.0
CRITICAL — Upgrade or Parallel Route,IND000000ACB,IND562132AAA,FTL,36.7,393.1,356.4,712.7,3336,0.803,1.5,1915687.0
CRITICAL — Upgrade or Parallel Route,IND562132AAA,IND000000ACB,FTL,35.0,403.8,368.7,737.2,2662,0.81,1.471,1696100.0
CRITICAL — Upgrade or Parallel Route,IND000000ACB,IND712311AAA,FTL,94.0,259.8,165.8,331.4,2001,0.895,1.643,1285457.0
CRITICAL — Upgrade or Parallel Route,IND781018AAB,IND110037AAM,FTL,195.1,461.9,266.8,533.4,802,0.887,1.75,808381.0
CRITICAL — Upgrade or Parallel Route,IND000000ACB,IND501359AAE,FTL,102.1,406.4,304.3,608.4,1182,0.818,1.611,625434.0
CRITICAL — Upgrade or Parallel Route,IND000000ACB,IND421302AAG,FTL,38.3,390.9,352.6,705.0,1273,0.892,1.647,583287.0
CRITICAL — Upgrade or Parallel Route,IND421302AAG,IND000000ACB,FTL,200.8,398.8,198.0,395.9,1121,0.913,1.714,512229.0
CRITICAL — Upgrade or Parallel Route,IND000000ACB,IND600056AAB,FTL,152.1,372.9,220.9,441.5,698,0.854,1.616,453956.0
