profile,source_center,destination_center,recommendation,ETA_FTL,ETA_Carting,Time_Saved,Net_Benefit_INR,trip_count,pct_delayed,median_factor,Total_Excess_Min
SWITCH TO FTL,IND383315AAC,IND383255AAB,FTL,245.4,771.1,525.6,1051.0,27,0.63,1.31,381.0
SWITCH TO FTL,IND533401AAA,IND533308AAB,FTL,256.7,474.8,218.0,435.8,4,1.0,2.275,381.0
SWITCH TO FTL,IND781335AAA,IND000000AET,FTL,150.3,485.9,335.6,671.0,11,1.0,1.826,381.0
SWITCH TO FTL,IND573116AAA,IND571432AAB,FTL,186.5,489.3,302.8,605.3,14,1.0,1.683,379.0
SWITCH TO FTL,IND000000ACA,IND142401AAA,FTL,148.7,284.8,136.1,272.0,12,0.833,2.406,378.0
SWITCH TO FTL,IND431515AAA,IND431517AAB,FTL,107.1,272.6,165.5,330.8,13,1.0,2.933,378.0
SWITCH TO FTL,IND485001AAC,IND488001AAA,FTL,130.5,217.8,87.3,174.4,8,1.0,2.0,378.0
SWITCH TO FTL,IND571105AAA,IND571213AAA,FTL,129.6,300.7,171.1,342.0,16,1.0,1.679,377.0
SWITCH TO FTL,IND140401AAA,IND000000ACA,FTL,187.8,271.3,83.5,166.9,8,0.75,1.625,376.0
SWITCH TO FTL,IND276129AAA,IND221010AAB,FTL,252.8,396.7,143.9,287.5,3,1.0,3.226,375.0
SWITCH TO FTL,IND480661AAA,IND481661AAA,FTL,128.9,346.4,217.5,434.8,15,0.667,1.28,375.0
SWITCH TO FTL,IND251001AAA,IND247554AAA,FTL,118.3,348.9,230.6,461.1,18,1.0,1.69,373.0
SWITCH TO FTL,IND507111AAA,IND507117AAB,FTL,126.0,284.5,158.5,316.8,26,0.923,1.683,373.0
SWITCH TO FTL,IND614616AAA,IND630002AAA,FTL,191.9,764.6,572.7,1145.1,20,1.0,1.515,373.0
SWITCH TO FTL,IND246701AAA,IND246763AAA,FTL,218.2,248.3,30.1,60.0,18,1.0,1.833,371.0
SWITCH TO FTL,IND621010AAA,IND621212AAA,FTL,128.8,357.7,228.9,457.7,22,0.955,1.56,370.0
SWITCH TO FTL,IND532440AAA,IND532001AAB,FTL,46.7,285.3,238.6,477.1,22,1.0,1.555,369.0
SWITCH TO FTL,IND125001AAA,IND125047AAB,FTL,194.3,288.3,94.0,187.9,12,1.0,1.942,368.0
SWITCH TO FTL,IND160002AAC,IND147001AAD,FTL,136.6,264.4,127.8,255.5,14,1.0,1.917,367.0
SWITCH TO FTL,IND713205AAB,IND713303AAA,FTL,231.1,231.6,0.4,0.7,10,1.0,1.849,367.0
SWITCH TO FTL,IND345001AAA,IND342301AAA,FTL,132.8,309.7,176.9,353.6,7,0.571,1.235,365.0
SWITCH TO FTL,IND400016AAB,IND400072AAD,FTL,189.1,203.6,14.5,28.8,12,1.0,3.038,364.0
SWITCH TO FTL,IND207123AAA,IND202001AAB,FTL,580.4,909.7,329.3,658.1,1,1.0,8.098,362.0
SWITCH TO FTL,IND845418AAB,IND842001AAA,FTL,250.7,336.8,86.1,171.9,3,0.667,2.441,361.0
SWITCH TO FTL,IND465669AAB,IND465683AAA,FTL,113.7,614.8,501.2,1002.1,21,0.952,1.52,360.0
SWITCH TO FTL,IND637408AAA,IND637001AAA,FTL,50.6,299.7,249.2,498.1,19,0.789,1.619,360.0
SWITCH TO FTL,IND144001AAA,IND144040AAA,FTL,92.5,215.3,122.8,245.5,20,1.0,1.757,359.0
SWITCH TO FTL,IND570020AAA,IND571301AAA,FTL,132.6,202.5,69.9,139.6,12,0.917,1.902,359.0
SWITCH TO FTL,IND713103AAA,IND713205AAB,FTL,202.9,329.1,126.2,252.3,12,1.0,1.879,359.0
SWITCH TO FTL,IND131301AAA,IND131028AAB,FTL,221.2,271.3,50.0,99.9,6,1.0,3.219,357.0
SWITCH TO FTL,IND811105AAA,IND803212AAB,FTL,242.8,823.1,580.3,1160.3,6,1.0,2.074,356.0
SWITCH TO FTL,IND305901AAA,IND342602AAC,FTL,149.7,270.3,120.6,241.1,12,0.917,1.699,354.0
SWITCH TO FTL,IND503185AAA,IND503187AAA,FTL,184.5,238.8,54.3,108.5,28,0.964,1.773,354.0
SWITCH TO FTL,IND624001AAA,IND625008AAA,FTL,113.8,368.0,254.3,508.3,23,0.87,1.429,354.0
SWITCH TO FTL,IND577132AAD,IND573134AAB,FTL,185.6,397.5,212.0,423.7,13,0.923,2.0,352.0
SWITCH TO FTL,IND532421AAA,IND532201AAA,FTL,119.8,204.8,85.0,169.9,22,0.955,1.781,351.0
SWITCH TO FTL,IND518401AAA,IND518422AAB,FTL,214.4,265.5,51.1,102.0,12,1.0,2.111,350.0
SWITCH TO FTL,IND124112AAA,IND125005AAA,FTL,128.5,311.2,182.7,365.2,6,1.0,1.867,349.0
SWITCH TO FTL,IND203135AAA,IND203390AAA,FTL,202.2,296.8,94.6,189.0,8,1.0,1.396,349.0
SWITCH TO FTL,IND609602AAA,IND611001AAA,FTL,94.3,261.1,166.7,333.3,10,1.0,3.194,349.0
SWITCH TO FTL,IND801103AAA,IND802301AAA,FTL,151.5,302.2,150.7,301.2,11,1.0,2.667,349.0
SWITCH TO FTL,IND824101AAA,IND821115AAB,FTL,163.7,296.9,133.2,266.1,8,1.0,1.962,349.0
SWITCH TO FTL,IND285001AAD,IND285205AAB,FTL,88.4,184.6,96.2,192.2,28,0.786,1.555,346.0
SWITCH TO FTL,IND505001AAB,IND504208AAB,FTL,180.1,224.5,44.4,88.5,15,1.0,1.4,345.0
SWITCH TO FTL,IND571213AAA,IND571114AAA,FTL,230.3,644.5,414.2,828.1,14,0.857,1.375,345.0
SWITCH TO FTL,IND247554AAA,IND248001AAD,FTL,217.9,479.9,262.0,523.8,8,0.75,1.536,343.0
SWITCH TO FTL,IND509001AAA,IND509203AAA,FTL,148.2,289.8,141.6,283.1,28,0.821,1.583,339.0
SWITCH TO FTL,IND535558AAA,IND535501AAB,FTL,73.4,258.0,184.6,368.9,24,0.958,1.619,339.0
SWITCH TO FTL,IND466001AAA,IND466116AAA,FTL,156.4,197.5,41.1,82.0,17,0.941,1.778,338.0
SWITCH TO FTL,IND848210AAA,IND851127AAA,FTL,205.9,695.1,489.2,978.2,14,0.929,1.83,337.0
SWITCH TO FTL,IND174021AAA,IND176048AAA,FTL,100.0,661.3,561.3,1122.4,11,1.0,2.133,336.0
SWITCH TO FTL,IND242307AAB,IND207247AAB,FTL,205.9,620.5,414.7,829.1,4,1.0,1.821,336.0
SWITCH TO FTL,IND344022AAB,IND344001AAA,FTL,144.1,298.7,154.5,308.9,16,0.875,1.433,336.0
SWITCH TO FTL,IND131028AAB,IND250611AAA,FTL,178.7,267.8,89.1,177.9,4,1.0,3.103,334.0
SWITCH TO FTL,IND403726AAA,IND581400AAB,FTL,224.1,412.5,188.4,376.6,4,0.75,1.667,331.0
SWITCH TO FTL,IND788713AAA,IND788026AAC,FTL,334.3,853.1,518.8,1037.3,1,1.0,12.033,331.0
SWITCH TO FTL,IND303702AAB,IND332001AAB,FTL,92.6,212.1,119.5,238.9,12,1.0,1.485,330.0
SWITCH TO FTL,IND721133AAA,IND721434AAB,FTL,271.7,644.6,372.9,745.6,4,1.0,2.935,329.0
SWITCH TO FTL,IND344001AAA,IND345021AAA,FTL,122.3,349.3,227.0,453.9,7,0.714,1.333,328.0
SWITCH TO FTL,IND723133AAA,IND723130AAA,FTL,186.9,470.7,283.8,567.3,22,0.5,1.218,328.0
SWITCH TO FTL,IND477001AAA,IND474003AAA,FTL,182.4,394.4,212.0,423.8,4,1.0,3.751,327.0
SWITCH TO FTL,IND345001AAA,IND345021AAA,FTL,130.9,349.4,218.5,436.8,20,0.65,1.25,324.0
SWITCH TO FTL,IND388320AAA,IND390022AAA,FTL,226.2,282.6,56.4,112.7,12,0.833,2.079,324.0
SWITCH TO FTL,IND473226AAA,IND473001AAA,FTL,135.5,451.6,316.2,632.1,14,1.0,1.44,324.0
SWITCH TO FTL,IND000000ACA,IND143001AAA,FTL,118.1,223.6,105.5,210.8,7,1.0,1.625,322.0
SWITCH TO FTL,IND464221AAA,IND470004AAA,FTL,196.6,361.0,164.4,328.6,5,0.8,2.412,321.0
SWITCH TO FTL,IND509203AAA,IND509301AAA,FTL,197.0,225.3,28.3,56.4,28,0.964,1.512,319.0
SWITCH TO FTL,IND571432AAB,IND571426AAA,FTL,123.6,309.0,185.4,370.7,22,0.864,1.422,319.0
SWITCH TO FTL,IND609110AAA,IND609602AAA,FTL,157.0,209.5,52.6,104.9,14,1.0,1.974,319.0
SWITCH TO FTL,IND854326AAB,IND852113AAA,FTL,334.8,596.5,261.8,523.2,4,1.0,2.103,319.0
SWITCH TO FTL,IND573201AAB,IND573103AAA,FTL,304.6,417.8,113.1,226.0,6,1.0,1.844,317.0
SWITCH TO FTL,IND626607AAB,IND625008AAA,FTL,147.3,392.0,244.6,489.0,15,0.8,1.405,317.0
SWITCH TO FTL,IND787057AAA,IND787059AAB,FTL,88.7,609.9,521.3,1042.3,10,1.0,2.12,316.0
SWITCH TO FTL,IND263139AAA,IND263153AAB,FTL,144.7,324.6,179.8,359.5,12,0.583,1.297,314.0
SWITCH TO FTL,IND488001AAA,IND471001AAA,FTL,221.0,286.1,65.1,130.0,9,1.0,2.118,314.0
SWITCH TO FTL,IND843329AAB,IND843301AAA,FTL,167.4,379.2,211.8,423.3,7,1.0,3.316,313.0
SWITCH TO FTL,IND203131AAA,IND203135AAA,FTL,148.7,263.8,115.1,230.1,22,0.818,1.519,312.0
SWITCH TO FTL,IND263002AAA,IND263645AAA,FTL,374.2,648.9,274.7,549.1,22,0.545,1.275,312.0
SWITCH TO FTL,IND413501AAA,IND413401AAA,FTL,135.5,240.6,105.1,210.0,28,1.0,1.385,312.0
SWITCH TO FTL,IND518002AAA,IND518401AAA,FTL,133.8,219.5,85.7,171.3,14,1.0,1.781,311.0
SWITCH TO FTL,IND731204AAB,IND731301AAA,FTL,94.2,254.6,160.4,320.7,11,1.0,2.429,309.0
SWITCH TO FTL,IND713303AAA,IND713364AAB,FTL,86.4,365.1,278.7,557.2,6,1.0,4.167,308.0
SWITCH TO FTL,IND175018AAA,IND175001AAA,FTL,94.6,224.9,130.3,260.4,9,1.0,3.118,307.0
SWITCH TO FTL,IND384205AAA,IND384355AAB,FTL,148.4,242.3,93.9,187.7,16,1.0,1.743,307.0
SWITCH TO FTL,IND581303AAA,IND581325AAA,FTL,177.9,276.2,98.3,196.4,8,0.75,1.475,305.0
SWITCH TO FTL,IND854335AAA,IND854326AAB,FTL,208.4,417.2,208.8,417.3,4,1.0,2.554,305.0
SWITCH TO FTL,IND173212AAA,IND173220AAA,FTL,301.2,728.5,427.3,854.2,5,1.0,3.308,304.0
SWITCH TO FTL,IND621212AAA,IND621704AAA,FTL,120.7,329.3,208.6,417.0,21,0.857,1.667,304.0
SWITCH TO FTL,IND134102AAA,IND174103AAA,FTL,116.6,324.1,207.6,415.0,11,1.0,2.786,303.0
SWITCH TO FTL,IND533003AAA,IND533106AAA,FTL,253.5,288.0,34.5,68.7,6,1.0,2.522,300.0
SWITCH TO FTL,IND363330AAB,IND363310AAB,FTL,111.8,181.2,69.4,138.7,14,0.571,1.717,299.0
SWITCH TO FTL,IND233001AAA,IND275101AAA,FTL,220.6,256.3,35.8,71.4,6,1.0,3.392,298.0
SWITCH TO FTL,IND580028AAA,IND591115AAB,FTL,45.5,228.0,182.6,364.9,12,1.0,1.87,297.0
SWITCH TO FTL,IND248122AAB,IND248001AAA,FTL,260.9,715.1,454.2,908.2,8,1.0,2.122,295.0
SWITCH TO FTL,IND396191AAC,IND395023AAA,FTL,175.3,400.5,225.2,450.1,4,1.0,2.101,295.0
SWITCH TO FTL,IND575004AAB,IND574211AAA,FTL,136.0,261.4,125.4,250.6,8,1.0,2.116,295.0
SWITCH TO FTL,IND611001AAA,IND610001AAA,FTL,62.7,228.8,166.1,332.0,11,0.909,2.188,295.0
SWITCH TO FTL,IND562132AAA,IND560066AAB,FTL,173.0,197.2,24.1,48.2,8,0.75,1.995,294.0
SWITCH TO FTL,IND203396AAB,IND203390AAA,FTL,135.8,679.3,543.4,1086.7,22,0.818,1.391,293.0
SWITCH TO FTL,IND533308AAB,IND533003AAA,FTL,147.0,284.5,137.5,274.9,16,0.938,1.392,293.0
SWITCH TO FTL,IND515801AAA,IND515761AAA,FTL,179.0,415.7,236.7,473.1,4,1.0,1.769,292.0
SWITCH TO FTL,IND814112AAA,IND814133AAA,FTL,244.5,350.5,106.0,211.7,6,1.0,2.246,292.0
SWITCH TO FTL,IND474003AAA,IND475661AAB,FTL,183.9,365.2,181.3,362.3,4,1.0,1.943,291.0
SWITCH TO FTL,IND533262AAA,IND533106AAA,FTL,137.0,354.4,217.5,434.7,10,1.0,1.857,289.0
SWITCH TO FTL,IND712311AAA,IND743235AAA,FTL,214.9,227.2,12.3,24.4,4,1.0,3.087,289.0
SWITCH TO FTL,IND136118AAA,IND136128AAA,FTL,165.9,191.0,25.1,50.1,30,0.8,1.348,286.0
SWITCH TO FTL,IND484661AAE,IND484001AAA,FTL,268.4,312.3,44.0,87.8,6,1.0,2.568,286.0
SWITCH TO FTL,IND332404AAA,IND332001AAB,FTL,156.7,313.4,156.7,313.2,21,0.81,1.421,283.0
SWITCH TO FTL,IND505467AAA,IND505122AAA,FTL,133.7,250.5,116.8,233.5,14,1.0,1.478,283.0
SWITCH TO FTL,IND803213AAA,IND803212AAB,FTL,250.3,808.1,557.9,1115.5,4,1.0,2.538,283.0
SWITCH TO FTL,IND783129AAA,IND794101AAA,FTL,186.6,505.9,319.4,638.5,4,1.0,1.975,281.0
SWITCH TO FTL,IND305001AAC,IND342602AAC,FTL,199.8,442.7,242.9,485.6,5,1.0,1.789,279.0
SWITCH TO FTL,IND854326AAB,IND854334AAA,FTL,256.1,305.9,49.8,99.4,3,1.0,3.692,279.0
SWITCH TO FTL,IND176110AAB,IND177033AAA,FTL,117.1,667.1,549.9,1099.6,9,1.0,2.1,278.0
SWITCH TO FTL,IND571313AAB,IND571440AAA,FTL,83.0,274.2,191.3,382.4,14,0.714,1.29,277.0
SWITCH TO FTL,IND788713AAA,IND788806AAA,FTL,116.2,240.2,124.0,247.9,10,1.0,2.923,277.0
SWITCH TO FTL,IND581402AAA,IND577201AAA,FTL,442.7,667.7,225.1,449.9,6,0.5,1.207,276.0
SWITCH TO FTL,IND000000ACB,IND127021AAA,FTL,212.5,446.2,233.7,467.1,5,0.8,1.794,275.0
SWITCH TO FTL,IND625532AAA,IND685514AAA,FTL,256.8,628.5,371.8,743.4,4,0.5,1.609,274.0
SWITCH TO FTL,IND341303AAA,IND341306AAA,FTL,144.0,252.8,108.7,217.3,16,1.0,1.719,273.0
SWITCH TO FTL,IND571104AAA,IND577598AAB,FTL,167.2,317.0,149.9,299.5,14,0.929,1.949,273.0
SWITCH TO FTL,IND312605AAB,IND458001AAB,FTL,196.1,239.4,43.4,86.6,14,0.857,1.859,271.0
SWITCH TO FTL,IND423106AAA,IND423105AAA,FTL,131.6,257.7,126.2,252.2,12,1.0,1.457,271.0
SWITCH TO FTL,IND600056AAB,IND635802AAB,FTL,182.0,272.0,90.0,179.7,19,0.526,1.222,271.0
SWITCH TO FTL,IND630002AAA,IND622407AAA,FTL,134.1,424.7,290.6,581.0,18,0.833,1.376,271.0
SWITCH TO FTL,IND523002AAA,IND523316AAB,FTL,125.9,221.0,95.1,190.0,4,1.0,2.429,269.0
SWITCH TO FTL,IND244713AAA,IND263401AAA,FTL,108.4,218.6,110.2,220.3,11,1.0,2.0,268.0
SWITCH TO FTL,IND805110AAD,IND803116AAA,FTL,133.7,200.9,67.2,134.2,9,1.0,2.333,267.0
SWITCH TO FTL,IND521225AAB,IND521001AAA,FTL,202.7,235.1,32.4,64.5,4,0.75,1.739,265.0
SWITCH TO FTL,IND473443AAA,IND470113AAA,FTL,377.1,773.0,395.8,791.4,8,1.0,1.77,264.0
SWITCH TO FTL,IND854311AAA,IND854334AAA,FTL,119.0,322.7,203.7,407.1,11,1.0,1.778,263.0
SWITCH TO FTL,IND361305AAC,IND361315AAA,FTL,110.0,276.4,166.4,332.6,16,1.0,1.632,262.0
SWITCH TO FTL,IND787059AAB,IND791102AAA,FTL,185.8,312.5,126.8,253.3,4,1.0,2.187,262.0
SWITCH TO FTL,IND854105AAA,IND853204AAA,FTL,252.4,269.6,17.2,34.1,6,1.0,2.336,262.0
SWITCH TO FTL,IND305802AAA,IND341512AAA,FTL,214.4,278.6,64.2,128.2,8,1.0,2.215,261.0
SWITCH TO FTL,IND502110AAA,IND502313AAA,FTL,81.3,250.3,169.0,337.9,28,0.679,1.273,261.0
SWITCH TO FTL,IND141115AAA,IND000000ACA,FTL,186.1,680.1,494.0,987.8,19,0.737,1.444,260.0
SWITCH TO FTL,IND000000ACB,IND301705AAA,FTL,179.7,214.9,35.3,70.4,3,1.0,4.0,259.0
SWITCH TO FTL,IND713128AAB,IND731301AAA,FTL,182.2,246.3,64.0,127.9,2,1.0,3.5,259.0
SWITCH TO FTL,IND328001AAA,IND282002AAD,FTL,227.7,259.6,31.9,63.7,3,1.0,2.321,257.0
SWITCH TO FTL,IND848114AAA,IND848210AAA,FTL,120.5,274.0,153.5,306.7,15,1.0,1.708,256.0
SWITCH TO FTL,IND534001AAA,IND521333AAA,FTL,125.1,448.6,323.5,646.9,10,1.0,1.808,255.0
SWITCH TO FTL,IND571111AAB,IND571313AAB,FTL,120.4,231.3,110.9,221.6,14,1.0,1.652,254.0
SWITCH TO FTL,IND332001AAB,IND333028AAA,FTL,167.1,448.9,281.7,563.2,8,0.625,1.387,253.0
SWITCH TO FTL,IND282002AAD,IND204101AAA,FTL,207.2,288.4,81.2,162.3,3,1.0,2.5,252.0
SWITCH TO FTL,IND571301AAA,IND571111AAB,FTL,203.7,261.2,57.5,114.8,12,1.0,2.0,252.0
SWITCH TO FTL,IND244301AAA,IND244412AAA,FTL,168.1,408.3,240.2,480.1,15,1.0,1.607,250.0
SWITCH TO FTL,IND521165AAA,IND521225AAB,FTL,306.7,519.5,212.8,425.3,1,1.0,9.3,249.0
SWITCH TO FTL,IND680104AAA,IND679576AAA,FTL,197.7,631.9,434.2,868.1,15,0.8,1.471,249.0
SWITCH TO FTL,IND580028AAA,IND580002AAA,FTL,78.1,350.1,272.0,543.8,5,1.0,3.238,247.0
SWITCH TO FTL,IND605010AAB,IND607001AAA,FTL,163.5,259.3,95.8,191.4,11,1.0,1.793,245.0
SWITCH TO FTL,IND842001AAA,IND843329AAB,FTL,343.4,422.4,78.9,157.6,15,0.733,1.31,244.0
SWITCH TO FTL,IND332713AAA,IND332709AAA,FTL,404.4,859.2,454.8,909.2,4,1.0,1.76,242.0
SWITCH TO FTL,IND506001AAC,IND505467AAA,FTL,184.9,357.7,172.7,345.3,16,0.938,1.686,241.0
SWITCH TO FTL,IND754022AAA,IND751002AAB,FTL,231.2,355.8,124.6,249.1,5,1.0,2.125,241.0
SWITCH TO FTL,IND783370AAB,IND783301AAA,FTL,218.0,396.0,178.0,355.8,6,1.0,2.15,240.0
SWITCH TO FTL,IND486001AAA,IND486771AAA,FTL,238.2,678.3,440.1,880.1,4,0.75,1.84,239.0
SWITCH TO FTL,IND515134AAA,IND515591AAA,FTL,141.3,286.0,144.8,289.4,12,1.0,1.522,239.0
SWITCH TO FTL,IND581343AAC,IND581314AAA,FTL,133.3,280.2,146.9,293.7,11,0.818,1.76,239.0
SWITCH TO FTL,IND632402AAA,IND631102AAA,FTL,117.3,277.3,160.0,319.8,16,0.812,1.522,239.0
SWITCH TO FTL,IND781102AAA,IND781018AAB,FTL,281.2,747.1,465.9,931.5,2,1.0,4.346,239.0
SWITCH TO FTL,IND796081AAA,IND788026AAC,FTL,256.0,782.6,526.6,1052.8,3,1.0,2.625,239.0
SWITCH TO FTL,IND361315AAA,IND361335AAA,FTL,154.6,346.5,191.8,383.5,18,1.0,1.607,238.0
SWITCH TO FTL,IND415003AAA,IND411033AAA,FTL,191.4,368.8,177.3,354.5,10,0.8,1.357,238.0
SWITCH TO FTL,IND341505AAA,IND341510AAB,FTL,349.0,378.7,29.7,59.3,4,0.75,1.63,237.0
SWITCH TO FTL,IND733140AAA,IND732103AAA,FTL,126.5,332.3,205.8,411.4,3,1.0,2.263,237.0
SWITCH TO FTL,IND784001AAA,IND784168AAB,FTL,210.6,402.3,191.7,383.2,4,1.0,2.158,237.0
SWITCH TO FTL,IND125111AAA,IND125121AAA,FTL,254.0,283.8,29.8,59.5,4,0.75,2.153,236.0
SWITCH TO FTL,IND131028AAB,IND124001AAB,FTL,223.2,280.2,57.0,113.8,9,1.0,1.727,236.0
SWITCH TO FTL,IND802101AAA,IND802119AAA,FTL,169.9,254.5,84.6,169.0,10,1.0,2.538,236.0
SWITCH TO FTL,IND803213AAA,IND811105AAA,FTL,225.7,690.8,465.1,929.9,6,1.0,1.747,236.0
SWITCH TO FTL,IND142001AAB,IND151001AAA,FTL,177.4,282.1,104.7,209.3,4,0.75,1.542,235.0
SWITCH TO FTL,IND734214AAB,IND000000AFF,FTL,334.6,957.2,622.6,1245.0,3,1.0,3.179,235.0
SWITCH TO FTL,IND000000ACA,IND152026AAA,FTL,117.3,234.2,116.9,233.6,7,0.857,1.412,233.0
SWITCH TO FTL,IND576201AAA,IND581320AAA,FTL,150.2,267.3,117.1,234.0,8,1.0,2.053,233.0
SWITCH TO FTL,IND786001AAB,IND785675AAA,FTL,195.4,313.1,117.6,235.1,6,0.833,2.111,231.0
SWITCH TO FTL,IND515671AAA,IND515134AAA,FTL,107.6,273.8,166.1,332.1,14,1.0,1.5,230.0
SWITCH TO FTL,IND570020AAA,IND571430AAA,FTL,275.5,503.4,227.9,455.7,3,1.0,3.138,230.0
SWITCH TO FTL,IND486886AAA,IND486889AAA,FTL,135.5,170.4,34.8,69.4,7,1.0,2.4,229.0
SWITCH TO FTL,IND713205AAB,IND723133AAA,FTL,302.1,451.0,148.9,297.6,3,1.0,1.4,229.0
SWITCH TO FTL,IND742101AAC,IND742202AAA,FTL,122.8,227.6,104.7,209.2,4,1.0,2.14,229.0
SWITCH TO FTL,IND312403AAA,IND312001AAA,FTL,348.8,350.4,1.6,2.8,9,0.556,1.273,228.0
SWITCH TO FTL,IND627811AAA,IND627401AAA,FTL,129.0,292.4,163.4,326.6,12,1.0,1.568,228.0
SWITCH TO FTL,IND622407AAA,IND622001AAA,FTL,130.0,233.0,103.0,205.8,18,0.889,1.385,226.0
SWITCH TO FTL,IND125001AAA,IND125051AAA,FTL,268.8,538.0,269.2,538.0,3,1.0,2.633,225.0
SWITCH TO FTL,IND573201AAB,IND572201AAB,FTL,221.8,261.1,39.3,78.5,12,1.0,1.682,223.0
SWITCH TO FTL,IND370110AAA,IND370615AAB,FTL,131.0,302.4,171.4,342.5,4,1.0,1.929,222.0
SWITCH TO FTL,IND342601AAA,IND342902A1B,FTL,246.7,359.7,113.1,226.0,6,1.0,2.244,221.0
SWITCH TO FTL,IND713205AAB,IND722101AAB,FTL,328.6,367.2,38.7,77.1,2,0.5,10.096,221.0
SWITCH TO FTL,IND144040AAA,IND144001AAB,FTL,186.2,348.4,162.2,324.2,10,0.9,2.025,220.0
SWITCH TO FTL,IND532222AAA,IND532001AAB,FTL,211.6,287.7,76.1,151.9,4,1.0,1.52,219.0
SWITCH TO FTL,IND802213AAB,IND802212AAA,FTL,141.9,253.3,111.3,222.5,5,1.0,3.5,218.0
SWITCH TO FTL,IND125005AAA,IND125047AAB,FTL,135.6,271.9,136.2,272.3,6,1.0,2.02,216.0
SWITCH TO FTL,IND621802AAA,IND608301AAA,FTL,121.5,219.1,97.6,195.0,9,1.0,2.556,216.0
SWITCH TO FTL,IND533106AAA,IND533262AAA,FTL,262.2,367.1,104.9,209.6,6,0.833,1.792,215.0
SWITCH TO FTL,IND586101AAB,IND416404AAA,FTL,180.2,195.4,15.2,30.3,6,1.0,1.739,215.0
SWITCH TO FTL,IND345021AAA,IND342301AAA,FTL,110.1,257.8,147.8,295.4,18,0.722,1.299,213.0
SWITCH TO FTL,IND127201AAA,IND124141AAA,FTL,182.6,208.6,26.1,52.0,5,1.0,1.688,212.0
SWITCH TO FTL,IND334001AAB,IND334803AAA,FTL,165.5,285.8,120.3,240.5,6,1.0,1.618,211.0
SWITCH TO FTL,IND581303AAA,IND581400AAB,FTL,132.9,285.5,152.6,305.0,24,0.708,1.5,211.0
SWITCH TO FTL,IND505001AAB,IND503111AAC,FTL,162.2,256.1,94.0,187.7,8,0.625,1.223,209.0
SWITCH TO FTL,IND508206AAA,IND507159AAA,FTL,186.8,740.9,554.0,1107.8,19,0.737,1.5,209.0
SWITCH TO FTL,IND124001AAB,IND126102AAA,FTL,203.2,280.6,77.4,154.6,6,1.0,1.913,208.0
SWITCH TO FTL,IND470004AAA,IND470113AAA,FTL,206.6,268.7,62.0,123.9,4,1.0,2.206,207.0
SWITCH TO FTL,IND274304AAB,IND274301AAB,FTL,137.4,189.6,52.2,104.3,10,1.0,2.265,206.0
SWITCH TO FTL,IND621211AAA,IND621010AAA,FTL,161.5,377.5,216.0,431.8,13,0.923,1.773,206.0
SWITCH TO FTL,IND000000AFF,IND734203AAA,FTL,138.9,423.1,284.2,568.2,3,1.0,4.842,205.0
SWITCH TO FTL,IND852111AAA,IND854311AAA,FTL,232.8,239.5,6.7,13.2,3,1.0,1.93,205.0
SWITCH TO FTL,IND854311AAA,IND854326AAB,FTL,259.2,331.7,72.5,144.8,2,1.0,7.224,204.0
SWITCH TO FTL,IND521225AAB,IND521165AAA,FTL,341.8,552.9,211.0,421.8,2,1.0,2.971,203.0
SWITCH TO FTL,IND523201AAA,IND523002AAA,FTL,329.2,423.8,94.6,189.0,1,1.0,7.312,202.0
SWITCH TO FTL,IND424304AAC,IND425412AAA,FTL,173.9,335.1,161.2,322.1,8,1.0,1.841,201.0
SWITCH TO FTL,IND625516AAA,IND685514AAA,FTL,333.6,684.3,350.7,701.2,5,1.0,1.812,201.0
SWITCH TO FTL,IND627005AAA,IND629001AAA,FTL,161.3,216.1,54.8,109.4,4,1.0,2.027,201.0
SWITCH TO FTL,IND732103AAA,IND732138AAA,FTL,195.7,266.3,70.6,141.1,4,1.0,3.34,201.0
SWITCH TO FTL,IND505326AAB,IND505001AAB,FTL,432.5,928.6,496.0,991.5,1,1.0,4.39,200.0
SWITCH TO FTL,IND272001AAA,IND273014AAB,FTL,140.3,297.0,156.7,313.2,12,0.583,2.083,199.0
SWITCH TO FTL,IND509124AAA,IND518002AAA,FTL,220.7,348.9,128.3,256.4,3,1.0,2.136,199.0
SWITCH TO FTL,IND571430AAA,IND571124AAA,FTL,105.1,207.8,102.7,205.3,14,0.571,1.254,199.0
SWITCH TO FTL,IND184104AAA,IND181152AAA,FTL,221.3,350.6,129.4,258.5,7,0.714,1.538,198.0
SWITCH TO FTL,IND246725AAB,IND246701AAA,FTL,138.9,269.0,130.2,260.2,14,1.0,1.574,198.0
SWITCH TO FTL,IND274304AAA,IND274304AAB,FTL,141.2,233.2,92.0,183.8,4,1.0,5.038,198.0
SWITCH TO FTL,IND518222AAA,IND518002AAA,FTL,193.6,296.4,102.7,205.3,12,0.583,1.235,198.0
SWITCH TO FTL,IND712311AAA,IND713145AAB,FTL,302.5,535.3,232.8,465.3,4,0.75,1.558,197.0
SWITCH TO FTL,IND604303AAA,IND603102AAA,FTL,199.3,276.5,77.1,154.1,8,1.0,1.986,196.0
SWITCH TO FTL,IND758001AAA,IND758035AAA,FTL,267.4,486.8,219.4,438.6,5,1.0,2.211,196.0
SWITCH TO FTL,IND144527AAA,IND141115AAA,FTL,191.5,310.3,118.9,237.6,8,1.0,1.923,195.0
SWITCH TO FTL,IND246444AAB,IND246424AAA,FTL,84.5,371.4,286.9,573.6,11,1.0,1.409,195.0
