source_center,destination_center,median_segment_factor,mean_segment_factor,median_factor,trip_count,pct_delayed,median_actual_time,median_osrm_time,median_osrm_distance,total_excess_time,avg_excess_time,is_chronic_delay
IND177033AAA,IND160002AAC,1.75,2.6865507399607393,1.8095238095238093,94,0.8404255319148937,42.5,24.0,26.710050000000003,13779.0,146.58510638297872,True
IND177101AAA,IND176001AAA,1.416239316239316,1.458119658119658,1.7777777777777777,4,0.5,46.5,29.5,21.7007,164.0,41.0,True
IND177203AAA,IND177101AAA,1.4594594594594597,1.4594594594594597,1.4594594594594597,2,1.0,54.0,37.0,32.1194,34.0,17.0,True
IND181152AAA,IND184121AAA,1.4722222222222223,1.7118055555555556,1.3024193548387095,8,0.75,23.5,16.5,18.80575,85.0,10.625,True
IND181152AAB,IND160002AAC,1.5989974937343359,1.7947566606757686,1.6911736792154382,14,0.8571428571428571,32.5,21.5,23.64025,1731.0,123.64285714285714,True
IND181152AAB,IND181201AAB,2.4545454545454546,2.6978370395037063,2.6818181818181817,9,1.0,24.0,9.0,11.1876,286.0,31.77777777777778,True
IND181152AAB,IND184121AAA,1.8958333333333335,2.027777777777778,1.5520833333333335,6,1.0,27.0,16.0,18.28635,98.0,16.333333333333332,True
IND181201AAB,IND181152AAB,3.083333333333333,4.79510582010582,5.696428571428571,18,1.0,25.5,8.5,9.9536,1569.0,87.16666666666667,True
IND184104AAA,IND160002AAC,1.5,1.7894636586636514,1.664,35,0.8571428571428571,31.0,20.0,23.3914,3209.0,91.68571428571428,True
IND184104AAA,IND181152AAA,1.5384615384615383,1.5706305599162742,1.5277777777777777,7,0.7142857142857143,32.0,24.0,26.0869,198.0,28.285714285714285,True
IND184104AAA,IND181152AAB,1.44,1.4833333333333334,1.4929577464788732,3,1.0,36.0,25.0,27.1253,76.0,25.333333333333332,True
IND184104AAA,IND184121AAA,1.1904761904761905,1.3095238095238093,1.3113095238095238,4,0.5,23.0,19.5,21.5534,43.0,10.75,False
IND184121AAA,IND160002AAC,1.5894736842105264,1.9603210259314412,1.6401791012569455,52,0.8076923076923077,29.5,20.0,23.430950000000003,6339.0,121.90384615384616,True
IND184121AAA,IND181152AAA,1.4871794871794872,1.4871794871794872,1.3413461538461537,2,1.0,22.0,16.0,18.36795,20.0,10.0,True
IND184121AAA,IND184104AAA,1.2554112554112553,1.6745806277056277,1.2554112554112553,4,0.75,27.0,19.0,20.5424,58.0,14.5,True
IND201001AAA,IND201007AAA,3.2884615384615383,3.135989010989011,3.2884615384615383,4,1.0,43.0,13.5,10.6157,115.0,28.75,True
IND201005AAA,IND201007AAA,3.2857142857142856,3.2857142857142856,3.2857142857142856,1,1.0,46.0,14.0,10.9884,32.0,32.0,True
IND201007AAA,IND201001AAA,1.6553030303030303,1.6553030303030303,1.6553030303030303,2,1.0,19.0,11.5,10.4372,15.0,7.5,True
IND201007AAA,IND201005AAA,3.5697115384615383,3.5697115384615383,3.5697115384615383,2,1.0,54.0,14.5,11.59145,79.0,39.5,True
IND201007AAA,IND201007AAB,5.5476190476190474,5.5476190476190474,4.898496240601504,2,1.0,51.0,10.0,7.6333,131.0,65.5,True
IND201007AAA,IND245304AAA,1.75,2.1255182948364766,2.277871621621622,44,0.8409090909090909,19.0,10.0,9.24225,1549.0,35.20454545454545,True
IND201007AAB,IND110044AAB,1.370879120879121,2.0482319459293143,1.4761904761904763,30,0.6666666666666666,19.5,15.0,13.059750000000001,458.0,15.266666666666667,True
IND201007AAB,IND201007AAA,4.035714285714286,4.035714285714286,4.035714285714286,2,1.0,56.5,14.0,11.77685,85.0,42.5,True
IND201007AAB,IND201301AAF,2.933333333333333,3.0020588235294117,2.933333333333333,5,1.0,44.0,16.0,13.0087,158.0,31.6,True
IND201204AAA,IND250002AAA,1.761904761904762,1.8749896480331263,1.761904761904762,5,1.0,37.0,21.0,23.0457,92.0,18.4,True
IND201301AAD,IND110037AAM,6.115384615384615,6.066570004070004,5.1923076923076925,6,1.0,69.0,12.5,13.28005,615.0,102.5,True
IND201301AAF,IND201304AAA,1.6666666666666667,2.9114522732169794,1.6666666666666667,13,1.0,28.0,16.0,11.2965,216.0,16.615384615384617,True
IND201301AAF,IND203205AAA,1.5894736842105264,1.5695850001032263,1.8794685990338162,26,0.9230769230769231,48.0,28.0,28.921300000000002,890.0,34.23076923076923,True
IND201301AAL,IND201301AAF,1.4696969696969697,1.5402977974406546,1.7066666666666666,14,0.6428571428571429,18.5,12.5,11.510200000000001,192.0,13.714285714285714,True
IND201301AAL,IND201307AAA,1.2678571428571428,1.2856227106227105,1.2142857142857142,10,0.6,11.5,10.0,9.75015,42.0,4.2,True
IND201301AAM,IND000000ACB,1.6938775510204085,1.8437378255020347,1.9069767441860463,163,0.8282208588957055,17.0,12.0,13.2819,7651.0,46.938650306748464,True
IND201304AAA,IND201301AAF,2.2225274725274726,2.334375,2.2225274725274726,16,0.875,29.0,13.0,11.2503,316.0,19.75,True
IND201306AAA,IND201301AAF,2.041208791208791,2.2242281527995815,2.3796992481203008,14,1.0,27.5,13.0,10.8778,365.0,26.071428571428573,True
IND201306AAA,IND201304AAA,2.1333333333333333,2.1333333333333333,2.1333333333333333,1,1.0,32.0,15.0,13.3895,17.0,17.0,True
IND201307AAA,IND201301AAL,1.2,1.6755088826517397,1.198717948717949,42,0.47619047619047616,14.0,12.5,11.7334,403.0,9.595238095238095,False
IND202001AAB,IND110037AAM,2.032608695652174,2.215500697973524,2.1137362637362638,6,1.0,39.0,22.0,25.9483,600.0,100.0,True
IND202001AAB,IND205001AAB,2.588235294117647,2.752704025110681,2.111111111111111,47,1.0,43.0,17.0,23.9603,4096.0,87.14893617021276,True
IND202001AAB,IND207123AAA,0.8787499999999999,1.7648292349726775,1.4321946169772257,6,0.3333333333333333,41.0,41.0,40.91275,196.0,32.666666666666664,False
IND202001AAB,IND282002AAD,1.7361111111111112,1.9975026335320454,1.7554347826086958,12,1.0,36.5,17.5,24.1408,552.0,46.0,True
IND202001AAC,IND204215AAA,2.6190476190476195,2.8866071428571427,3.1333333333333333,16,1.0,17.5,6.0,9.4284,522.0,32.625,True
IND203001AAA,IND203131AAA,3.682692307692308,3.6349067599067597,3.682692307692308,4,1.0,46.0,12.0,17.43265,127.0,31.75,True
IND203131AAA,IND203135AAA,1.5192592592592593,1.7288336747427657,1.373076923076923,22,0.8181818181818182,31.0,19.0,18.095,312.0,14.181818181818182,True
IND203135AAA,IND203390AAA,1.3958333333333333,1.804353354978355,1.5554435483870968,8,1.0,35.5,26.5,24.683799999999998,349.0,43.625,True
IND203135AAA,IND203396AAB,1.5,2.169693428467375,1.588235294117647,27,0.9259259259259259,38.0,23.0,24.8405,850.0,31.48148148148148,True
IND203390AAA,IND201301AAF,1.973684210526316,2.514263088210742,2.571428571428572,69,0.9855072463768116,53.0,24.0,23.3136,8265.0,119.78260869565217,True
IND203396AAB,IND203390AAA,1.3911764705882352,1.812866091111527,1.3416666666666668,22,0.8181818181818182,37.0,31.5,27.4036,293.0,13.318181818181818,True
IND204101AAA,IND202001AAB,2.0476190476190474,2.0476190476190474,1.8357963875205252,2,1.0,27.0,14.0,19.870800000000003,42.0,21.0,True
IND204215AAA,IND207001AAA,2.875,4.874553571428572,3.0,24,1.0,16.0,6.0,9.376100000000001,1071.0,44.625,True
IND205001AAB,IND110037AAM,1.9444444444444444,2.4498960147684827,2.4285714285714284,11,0.8181818181818182,47.0,28.0,34.646800000000006,2258.0,205.27272727272728,True
IND205001AAB,IND205135AAA,2.130434782608696,3.9540201304888387,2.1666666666666665,17,1.0,44.0,17.0,19.1189,1167.0,68.6470588235294,True
IND205001AAB,IND209625AAA,2.7,2.304761904761905,2.577777777777778,3,1.0,42.0,28.0,24.3677,176.0,58.666666666666664,True
IND205001AAB,IND209721AAB,2.295138888888889,2.354136208576998,2.2419642857142863,12,1.0,33.5,16.0,23.0478,462.0,38.5,True
IND205135AAA,IND283203AAA,2.2134502923976607,2.855964912280702,2.2134502923976607,10,1.0,36.0,18.0,22.3859,274.0,27.4,True
IND206001AAA,IND000000ACB,1.3529411764705883,1.479386309071351,1.6785714285714286,157,0.6369426751592356,34.0,23.0,27.2775,16140.0,102.80254777070064,True
IND206122AAA,IND206001AAA,1.4705882352941178,1.4634164566023604,1.5625,33,0.8484848484848485,24.0,16.0,23.7443,602.0,18.242424242424242,True
IND207001AAA,IND207302AAA,1.0526315789473684,1.1605918014098793,1.372093023255814,23,0.2608695652173913,16.0,14.0,10.453,307.0,13.347826086956522,False
IND207123AAA,IND202001AAB,8.098039215686274,8.098039215686274,8.098039215686274,1,1.0,413.0,51.0,70.0116,362.0,362.0,True
IND207247AAB,IND205001AAB,2.2270833333333333,2.3849207152496623,1.9809941520467835,10,1.0,54.0,27.0,25.722649999999998,467.0,46.7,True
IND207302AAA,IND202001AAB,2.5,2.7202087796048593,2.5,21,0.6666666666666666,24.0,13.0,12.3706,1588.0,75.61904761904762,True
IND208012AAA,IND209304AAA,2.0,9.102244543650794,2.0,12,0.9166666666666666,16.0,8.0,10.19445,1828.0,152.33333333333334,True
IND208017AAA,IND209304AAA,13.9125,11.100194805194805,13.65340909090909,10,0.9,124.0,11.0,12.94135,1545.0,154.5,True
IND208019AAA,IND209304AAA,3.2222222222222223,7.355755460078768,3.2222222222222223,7,0.8571428571428571,29.0,9.0,10.4062,530.0,75.71428571428571,True
IND209101AAA,IND209111AAA,0.7857142857142857,1.2621244041609931,1.2173913043478262,13,0.46153846153846156,30.0,28.0,39.778,37.0,2.8461538461538463,False
IND209111AAA,IND285001AAD,2.0,4.574914154258194,1.8555555555555556,40,1.0,31.5,16.0,23.5191,1333.0,33.325,True
IND209206AAB,IND210301AAA,2.333333333333333,2.9031385281385282,2.0,33,0.9696969696969697,11.0,6.0,9.0146,653.0,19.78787878787879,True
IND209304AAA,IND000000ACB,1.625,1.8588887752258105,1.885135135135135,429,0.7995337995337995,32.0,18.0,25.159,80504.0,187.65501165501166,True
IND209304AAA,IND110037AAM,1.5714285714285714,2.041214890351847,2.5058479532163744,55,0.8363636363636363,35.0,22.0,28.6006,19063.0,346.6,True
IND209304AAA,IND206122AAA,1.4722222222222223,1.5660401053492152,1.58125,34,0.7941176470588235,26.0,17.0,24.85875,703.0,20.676470588235293,True
IND209304AAA,IND208006AAA,2.0,2.3286851280814127,1.875,19,0.7894736842105263,20.0,16.0,17.7108,481.0,25.31578947368421,True
IND209304AAA,IND208012AAA,2.0,1.6900251503613548,2.03125,26,0.7307692307692307,18.5,10.0,10.5579,76.0,2.923076923076923,True
IND209304AAA,IND208019AAA,3.642857142857143,3.900567988017381,5.309523809523809,26,0.9230769230769231,29.5,13.0,12.207650000000001,1643.0,63.19230769230769,True
IND209304AAA,IND209101AAA,2.6190476190476195,3.103329610927847,2.6190476190476195,12,0.8333333333333334,62.5,16.5,23.81745,616.0,51.333333333333336,True
IND209304AAA,IND209206AAB,1.5,1.5746363576505387,1.4807692307692308,44,0.6818181818181818,11.0,7.0,10.1113,75.0,1.7045454545454546,True
IND209304AAA,IND209801AAA,2.142857142857143,3.348626574139509,2.12,59,0.8813559322033898,16.0,8.0,11.0445,1913.0,32.42372881355932,True
IND209304AAA,IND211002AAB,1.339080459770115,1.3916894125310721,1.7640323304894476,126,0.5634920634920635,24.0,18.0,25.223599999999998,7983.0,63.357142857142854,True
IND209304AAA,IND212601AAA,1.475,1.6835084326428864,1.7746212121212122,48,0.5833333333333334,30.0,21.0,29.5512,2256.0,47.0,True
IND209304AAA,IND221313AAA,1.2976190476190474,1.660243538519191,2.0192743764172336,14,0.5714285714285714,34.5,19.5,28.19775,1815.0,129.64285714285714,True
IND209304AAA,IND282001AAA,1.6180555555555556,1.7230314236181608,2.06021978021978,22,0.8181818181818182,29.0,16.0,23.97335,2142.0,97.36363636363636,True
IND209625AAA,IND241124AAB,1.4827586206896552,1.621997615138009,1.1831002331002332,14,0.6428571428571429,41.5,29.5,24.49355,218.0,15.571428571428571,True
IND209721AAB,IND209625AAA,1.3333333333333333,1.3801968864468863,1.5,8,0.625,22.0,16.0,14.60215,130.0,16.25,True
IND209801AAA,IND209304AAA,1.625,7.041488252030048,1.8571428571428568,15,0.8,15.0,10.0,12.0196,2969.0,197.93333333333334,True
IND210001AAA,IND210427AAA,3.733333333333333,4.001072989299684,3.5609756097560976,27,1.0,52.0,15.0,22.5191,2139.0,79.22222222222223,True
IND210427AAA,IND209304AAA,2.933333333333333,4.527038131020865,3.126436781609196,43,0.9767441860465116,51.0,16.0,23.6236,10019.0,233.0,True
IND210431AAA,IND209304AAA,2.4352159468438535,3.0439783809252003,2.396268656716418,20,1.0,55.5,17.5,24.9336,2468.0,123.4,True
IND210501AAB,IND209304AAA,2.6,4.011398700222052,2.076923076923077,87,0.8735632183908046,22.0,8.0,11.0696,6691.0,76.9080459770115,True
IND211002AAB,IND209304AAA,1.625,1.712172444328107,1.6987228607918263,90,0.7555555555555555,27.0,16.0,23.748849999999997,4731.0,52.56666666666667,True
IND211002AAB,IND211011AAA,4.625,5.0688775510204085,4.625,7,1.0,33.0,7.0,10.0319,191.0,27.285714285714285,True
IND211002AAB,IND211013AAA,5.309523809523809,5.376757369614512,5.253968253968254,14,1.0,35.5,7.0,10.1344,727.0,51.92857142857143,True
IND211002AAB,IND485001AAC,2.359210526315789,2.5658107264017063,2.344172932330827,78,1.0,53.0,22.0,31.04985,8206.0,105.2051282051282,True
IND211008AAA,IND211002AAB,3.6666666666666665,6.603720238095238,7.852678571428571,16,1.0,24.5,6.0,9.55575,3081.0,192.5625,True
IND211011AAA,IND212501AAA,3.5,4.341279524927918,3.4285714285714284,23,1.0,25.0,8.0,12.3108,1145.0,49.78260869565217,True
IND212402AAA,IND211002AAB,3.7222222222222223,3.801458462172748,29.84375,28,1.0,22.5,7.0,10.0278,21043.0,751.5357142857143,True
IND212501AAA,IND212402AAA,1.6666666666666667,2.1602562896041158,1.6,23,1.0,16.0,9.0,9.1301,293.0,12.73913043478261,True
IND212601AAA,IND210001AAA,2.176470588235294,2.6003881491489356,2.1666666666666665,47,0.9361702127659575,37.0,17.0,24.1168,2390.0,50.851063829787236,True
IND221010AAB,IND222001AAA,2.625,2.815476190476191,2.8484848484848486,3,1.0,42.0,16.0,23.8302,168.0,56.0,True
IND221010AAB,IND232101AAB,1.3,1.3,1.5857142857142859,2,0.5,16.5,13.5,16.60855,18.0,9.0,True
IND221010AAB,IND233001AAA,6.954545454545454,9.820387245807414,9.767857142857142,7,1.0,153.0,17.0,24.3209,2230.0,318.57142857142856,True
IND221303AAA,IND231001AAA,1.4864130434782608,1.4864130434782608,1.4864130434782608,2,1.0,35.0,23.5,29.27005,23.0,11.5,True
IND221401AAA,IND221303AAA,3.0,3.0,3.0,1,1.0,48.0,16.0,17.544900000000002,32.0,32.0,True
IND221706AAA,IND273014AAB,2.933333333333333,3.172769881845431,3.388888888888889,41,1.0,63.0,19.0,26.8661,5981.0,145.8780487804878,True
IND222001AAA,IND222136AAA,2.9166666666666665,2.9166666666666665,2.9166666666666665,1,1.0,35.0,12.0,17.665200000000002,23.0,23.0,True
IND223101AAB,IND222125AAB,1.826086956521739,2.233399209486166,1.8461538461538465,5,1.0,35.0,22.0,23.8996,120.0,24.0,True
IND224001AAA,IND224141AAB,3.0,3.2925438596491228,3.5,38,0.8947368421052632,20.5,6.0,9.5856,1709.0,44.973684210526315,True
IND224141AAB,IND224122AAA,3.3125,3.6308479532163744,2.8944444444444444,38,0.9736842105263158,19.0,6.5,10.01585,1162.0,30.57894736842105,True
IND226004AAA,IND226016AAA,2.76140350877193,2.987781242879927,3.1176470588235294,8,0.875,35.5,12.5,17.30125,296.0,37.0,True
IND226004AAA,IND226024AAA,2.7916666666666665,2.7916666666666665,2.6378205128205128,2,1.0,17.0,6.5,9.5385,41.0,20.5,True
IND231205AAA,IND231216AAA,3.3,2.9476190476190474,3.3,3,1.0,66.0,21.0,22.9972,130.0,43.333333333333336,True
IND231208AAA,IND231217AAA,1.8070652173913042,1.9302536231884055,1.8070652173913042,6,1.0,42.5,23.5,33.65495,132.0,22.0,True
IND231217AAA,IND231225AAB,2.424603174603175,2.8030015514977924,2.2441520467836256,14,1.0,32.0,12.5,18.5321,399.0,28.5,True
IND231225AAB,IND486886AAA,1.6296296296296295,1.6767480667480668,1.6296296296296295,7,1.0,44.0,27.0,23.9771,121.0,17.285714285714285,True
IND232101AAB,IND232104AAB,2.0,3.477644230769231,2.5487179487179485,8,1.0,17.0,5.5,7.03195,148.0,18.5,True
IND232104AAB,IND221010AAB,1.7333333333333334,1.672470238095238,2.333333333333333,4,0.5,15.5,11.0,11.35885,128.0,32.0,True
IND232104AAB,IND232327AAA,1.4444444444444444,1.6134182181644587,1.92,7,0.8571428571428571,26.0,14.0,10.5214,325.0,46.42857142857143,True
IND233001AAA,IND275101AAA,3.3918269230769234,3.6047542735042732,3.1020833333333333,6,1.0,48.5,14.0,20.6916,298.0,49.666666666666664,True
IND233001AAA,IND275503AAA,3.5,3.4635854341736696,3.452380952380953,3,1.0,38.0,14.0,21.2333,235.0,78.33333333333333,True
IND241124AAB,IND242001AAA,2.0588235294117645,2.1041666666666665,2.0588235294117645,3,1.0,35.0,17.0,23.9561,55.0,18.333333333333332,True
IND242221AAA,IND207247AAB,2.3225806451612905,2.585377111456088,2.422222222222222,15,1.0,72.0,31.0,27.5531,1438.0,95.86666666666666,True
IND242307AAB,IND207247AAB,1.8214285714285714,1.7578296703296703,2.026094276094276,4,1.0,54.5,30.0,26.834600000000002,336.0,84.0,True
IND242307AAB,IND242221AAA,1.4210526315789473,1.4989096213384139,1.386178861788618,10,0.8,30.0,21.5,18.94375,147.0,14.7,True
IND243001AAA,IND243503AAB,2.0,2.058368422099276,2.2962962962962963,17,1.0,32.0,16.0,22.945400000000003,557.0,32.76470588235294,True
IND243001AAA,IND244901AAB,1.5454545454545454,1.5693779904306222,1.8444444444444448,3,1.0,29.0,19.0,28.163,84.0,28.0,True
IND243201AAA,IND262001AAA,2.142857142857143,2.0226046926046926,2.2,5,0.8,18.0,13.0,16.3883,182.0,36.4,True
IND243301AAB,IND244901AAB,1.3125,1.6795496931721625,1.2941176470588236,21,0.6666666666666666,36.0,31.0,25.9701,711.0,33.857142857142854,True
IND243301AAB,IND244901AAC,1.2523809523809524,1.3077730513214385,1.2666666666666666,6,0.5,38.5,30.5,26.3659,106.0,17.666666666666668,True
IND243503AAB,IND244901AAB,2.15,3.8849896153038572,2.6865671641791047,25,1.0,37.0,17.0,23.9782,2260.0,90.4,True
IND244001AAA,IND263153AAB,1.8661684782608696,2.103925235097099,1.842400946185689,36,0.9722222222222222,42.0,26.5,27.0001,2203.0,61.19444444444444,True
IND244221AAA,IND131028AAB,1.5238095238095235,1.809566817389917,1.9765625,89,0.8314606741573034,33.0,22.0,27.4888,6790.0,76.29213483146067,True
IND244235AAA,IND244901AAB,1.3944444444444444,1.6611566181118704,0.7626262626262625,56,0.5714285714285714,25.0,17.5,22.96815,-843.0,-15.053571428571429,True
IND244301AAA,IND244412AAA,1.6071428571428572,1.7788007054673722,1.5555555555555556,15,1.0,35.0,27.0,25.0978,250.0,16.666666666666668,True
IND244412AAA,IND243301AAB,0.9502347417840376,1.054199833452096,0.6350832266325224,16,0.5,32.0,44.0,48.656,-442.0,-27.625,False
IND244412AAA,IND244901AAB,1.1724137931034482,1.1423987178736608,1.1724137931034482,5,0.2,36.0,38.0,28.5962,110.0,22.0,False
IND244501AAA,IND244601AAB,0.9016129032258065,0.9216963048335434,1.1002155172413794,16,0.0,44.0,48.0,27.3677,137.0,8.5625,False
IND244601AAB,IND244901AAB,1.0,1.2623656609288458,1.1358024691358024,21,0.2857142857142857,38.0,38.0,30.4631,650.0,30.952380952380953,False
IND244713AAA,IND263401AAA,2.0,2.0774344232842257,2.0,11,1.0,44.0,23.0,24.3593,268.0,24.363636363636363,True
IND244715AAA,IND244713AAA,1.0,1.282606979285842,0.9032634032634033,22,0.3181818181818182,17.5,19.5,13.683150000000001,-64.0,-2.909090909090909,False
IND244901AAB,IND243002AAA,1.9210526315789473,2.872366128883157,1.8932748538011697,30,0.9333333333333333,34.0,16.5,23.9102,1032.0,34.4,True
IND244901AAB,IND243201AAA,1.9742547425474255,2.43802022841657,2.655255681818182,4,1.0,39.0,11.5,11.08685,361.0,90.25,True
IND244901AAB,IND244221AAA,1.3585714285714285,1.3021180106864956,1.3675000000000002,42,0.6428571428571429,32.5,26.5,26.2581,845.0,20.11904761904762,True
IND244901AAB,IND244301AAA,1.2307692307692308,2.6333160845826864,0.94,21,0.5238095238095238,34.0,26.0,23.9362,-60.0,-2.857142857142857,True
IND244901AAB,IND244921AAB,1.9166666666666665,3.1380832130832133,2.3909090909090907,12,0.9166666666666666,22.0,11.0,10.1557,405.0,33.75,True
IND244901AAB,IND246725AAB,1.3827838827838828,1.2437223028116844,1.4136661211129296,36,0.6666666666666666,32.5,28.5,30.341450000000002,947.0,26.305555555555557,True
IND244921AAB,IND243201AAA,1.1875,1.041478978978979,1.763157894736842,3,0.3333333333333333,19.0,16.0,11.0046,65.0,21.666666666666668,False
IND244921AAB,IND262001AAA,1.2222222222222223,1.6477823763538049,1.9125,7,0.5714285714285714,16.0,13.0,12.4862,324.0,46.285714285714285,True
IND245101AAA,IND245304AAA,2.3842105263157896,2.259541910331384,2.641025641025641,30,0.7666666666666667,17.5,9.5,8.44975,717.0,23.9,True
IND245304AAA,IND201007AAA,2.593406593406594,2.7414504832774065,2.519230769230769,52,0.9423076923076923,28.0,9.0,9.44565,2223.0,42.75,True
IND245304AAA,IND245101AAA,1.8461538461538465,2.225227640913915,1.6666666666666667,27,0.9259259259259259,15.0,10.0,9.113,249.0,9.222222222222221,True
IND246149AAA,IND249407AAA,2.713333333333333,2.894751264583,3.043254688445251,22,1.0,79.5,31.5,33.126099999999994,2047.0,93.04545454545455,True
IND246174AAA,IND246444AAB,1.1875814155449413,1.2464977076703745,1.1875814155449413,22,0.4090909090909091,55.5,47.0,31.5938,356.0,16.181818181818183,False
IND246424AAA,IND246174AAA,1.2666666666666666,1.9234250882660766,1.1802919708029198,28,0.5714285714285714,59.5,50.0,33.8915,2502.0,89.35714285714286,True
IND246444AAB,IND246424AAA,1.4090909090909092,1.420999624655583,1.4090909090909092,11,1.0,60.0,42.0,28.4756,195.0,17.727272727272727,True
IND246701AAA,IND246763AAA,1.8333333333333333,1.9703100343451219,1.9473684210526314,18,1.0,25.0,12.5,17.19275,371.0,20.61111111111111,True
IND246725AAB,IND246701AAA,1.574074074074074,1.6363202752365313,1.455026455026455,14,1.0,24.5,17.0,19.110300000000002,198.0,14.142857142857142,True
IND246761AAA,IND244501AAA,0.8896276595744681,1.2631985927130938,0.39992985737666586,20,0.5,27.0,49.0,30.439600000000002,-1103.0,-55.15,False
IND246761AAA,IND244901AAB,1.3844444444444444,1.362249103942652,1.0616279069767443,4,0.5,40.5,37.0,39.1074,16.0,4.0,True
IND246763AAA,IND246761AAA,2.4092105263157895,2.5039036348506913,2.5789473684210527,22,1.0,43.5,19.0,22.02205,900.0,40.90909090909091,True
IND247554AAA,IND248001AAA,1.5263157894736843,1.4743590948421936,1.1611570247933884,36,0.75,39.5,30.5,25.3303,413.0,11.472222222222221,True
IND247554AAA,IND248001AAD,1.5357142857142856,1.5076405663716717,1.4755808440018967,8,0.75,39.5,30.5,25.655099999999997,343.0,42.875,True
IND247667AAA,IND249407AAA,1.9285714285714284,2.3177899686520376,2.1618421052631582,20,1.0,33.0,19.5,16.571849999999998,981.0,49.05,True
IND247776AAA,IND251309AAB,1.7777777777777777,1.786549707602339,1.7777777777777777,9,1.0,32.0,18.0,24.5242,128.0,14.222222222222221,True
IND248001AAA,IND131028AAB,1.7142857142857142,1.8692323924558123,2.0505050505050506,91,0.8571428571428571,48.0,27.0,25.0114,12388.0,136.13186813186815,True
IND248001AAD,IND131028AAB,1.7272727272727273,2.2775536080346486,1.962962962962963,129,0.875968992248062,21.0,12.0,11.0661,18286.0,141.75193798449612,True
IND248122AAB,IND248001AAA,2.121977240398293,2.1285104244200355,2.121977240398293,8,1.0,72.5,37.5,34.982800000000005,295.0,36.875,True
IND248197AAA,IND248122AAB,2.2222222222222223,2.0834548050579524,2.730769230769231,13,0.7692307692307693,93.0,42.0,39.1716,1000.0,76.92307692307692,True
IND249201AAA,IND249407AAA,8.166666666666668,11.000178062678062,8.166666666666668,12,1.0,220.5,27.0,21.9481,3212.0,267.6666666666667,True
IND249407AAA,IND131028AAB,2.0,2.7534352669094386,2.7430167597765363,81,1.0,55.0,27.0,24.2947,15384.0,189.92592592592592,True
IND249407AAA,IND246149AAA,2.1838803088803087,2.630599754269663,2.102586206896552,24,1.0,73.0,36.0,35.34009999999999,1727.0,71.95833333333333,True
IND249407AAA,IND249201AAA,2.0384615384615383,2.4228890430464642,2.0384615384615383,11,1.0,54.0,26.0,21.190900000000003,423.0,38.45454545454545,True
IND250002AAA,IND131028AAB,1.9309523809523808,2.532600492445213,2.0,14,1.0,42.0,23.0,31.7085,878.0,62.714285714285715,True
IND250611AAA,IND247776AAA,1.9556277056277054,1.9045600233100235,1.9848484848484846,16,1.0,31.0,16.5,20.2115,411.0,25.6875,True
IND251001AAA,IND247554AAA,1.689723320158103,6.001960599786687,1.6878260869565218,18,1.0,32.5,21.5,23.106749999999998,373.0,20.72222222222222,True
IND251201AAA,IND250002AAA,1.9464285714285714,1.9464285714285714,1.8976480836236935,2,1.0,38.5,20.0,19.76695,62.0,31.0,True
IND251309AAB,IND131028AAB,1.7142857142857142,1.9021222888081128,1.931168831168831,18,1.0,48.0,26.5,24.244,912.0,50.666666666666664,True
IND261001AAA,IND262701AAA,1.826086956521739,2.053191416655325,2.0,41,1.0,41.0,23.0,24.8934,1844.0,44.97560975609756,True
IND261201AAB,IND261001AAA,1.562878787878788,1.5921294391882628,2.101010101010101,26,1.0,41.0,27.0,30.279600000000002,859.0,33.03846153846154,True
IND262001AAA,IND244901AAB,1.4666666666666666,1.6412349555206698,1.4666666666666666,7,0.5714285714285714,24.0,14.0,19.6214,178.0,25.428571428571427,True
IND262001AAA,IND262122AAB,1.1578947368421053,1.4016359769948288,1.4634146341463414,11,0.45454545454545453,15.0,13.0,11.9399,168.0,15.272727272727273,False
IND262122AAB,IND244901AAB,2.571428571428572,2.7787805527805527,2.627450980392157,25,1.0,18.0,7.0,10.3012,2199.0,87.96,True
IND262405AAA,IND263153AAB,2.75,5.6474175035868015,2.75,3,1.0,66.0,24.0,23.7558,574.0,191.33333333333334,True
IND262501AAA,IND263153AAB,1.303030303030303,1.4472596498624497,1.4635761589403973,25,0.64,84.0,51.0,33.8449,2370.0,94.8,True
IND262701AAA,IND262802AAA,2.267857142857143,2.479042033480059,2.100490196078431,28,1.0,27.0,12.0,16.69455,648.0,23.142857142857142,True
IND262802AAA,IND262723AAB,2.2972972972972974,2.772595845402863,2.4782608695652173,45,1.0,63.0,19.0,27.1234,3770.0,83.77777777777777,True
IND263002AAA,IND263645AAA,1.275252525252525,1.3041591100097472,1.1364468864468864,22,0.5454545454545454,53.5,42.0,27.90955,312.0,14.181818181818182,True
IND263139AAA,IND263153AAB,1.2972222222222223,1.9285557184750732,1.3472222222222223,12,0.5833333333333334,34.5,21.0,18.2461,314.0,26.166666666666668,True
IND263153AAB,IND131028AAB,1.6978260869565218,2.015801217330757,1.9021999043519844,110,0.8909090909090909,37.5,22.0,27.212899999999998,13623.0,123.84545454545454,True
IND263153AAB,IND244715AAA,1.6829268292682926,1.7918617502860121,1.358974358974359,33,0.6666666666666666,40.0,37.0,25.3438,1046.0,31.696969696969695,True
IND263153AAB,IND263002AAA,1.3585714285714285,3.3499012207744934,1.2665719696969697,30,0.6,43.5,27.5,25.77085,1106.0,36.86666666666667,True
